year,age,male,female
1991,0,67.91,76.41
1991,1,67.75,76.23
1991,2,66.86,75.35
1991,3,65.92,74.41
1991,4,64.97,73.45
1991,5,64.02,72.49
1991,6,63.07,71.54
1991,7,62.11,70.57
1991,8,61.15,69.6
1991,9,60.19,68.63
1991,10,59.22,67.66
1991,11,58.24,66.68
1991,12,57.27,65.7
1991,13,56.3,64.72
1991,14,55.33,63.75
1991,15,54.36,62.77
1991,16,53.41,61.8
1991,17,52.47,60.83
1991,18,51.53,59.86
1991,19,50.6,58.89
1991,20,49.67,57.92
1991,21,48.74,56.96
1991,22,47.81,56
1991,23,46.87,55.03
1991,24,45.94,54.07
1991,25,45.01,53.11
1991,26,44.08,52.15
1991,27,43.15,51.18
1991,28,42.23,50.22
1991,29,41.31,49.26
1991,30,40.39,48.3
1991,31,39.47,47.34
1991,32,38.56,46.39
1991,33,37.65,45.43
1991,34,36.74,44.48
1991,35,35.84,43.52
1991,36,34.94,42.57
1991,37,34.06,41.62
1991,38,33.17,40.67
1991,39,32.3,39.73
1991,40,31.43,38.78
1991,41,30.56,37.84
1991,42,29.71,36.9
1991,43,28.86,35.97
1991,44,28.02,35.04
1991,45,27.19,34.12
1991,46,26.38,33.21
1991,47,25.58,32.3
1991,48,24.79,31.4
1991,49,24.01,30.51
1991,50,23.24,29.62
1991,51,22.48,28.74
1991,52,21.73,27.86
1991,53,20.99,26.98
1991,54,20.25,26.11
1991,55,19.52,25.24
1991,56,18.79,24.38
1991,57,18.07,23.52
1991,58,17.36,22.67
1991,59,16.66,21.83
1991,60,15.97,20.99
1991,61,15.3,20.17
1991,62,14.65,19.36
1991,63,14.01,18.56
1991,64,13.38,17.77
1991,65,12.78,16.99
1991,66,12.18,16.23
1991,67,11.6,15.48
1991,68,11.04,14.75
1991,69,10.5,14.04
1991,70,9.98,13.35
1991,71,9.49,12.68
1991,72,9.02,12.04
1991,73,8.57,11.42
1991,74,8.13,10.82
1991,75,7.7,10.25
1991,76,7.27,9.69
1991,77,6.86,9.16
1991,78,6.47,8.65
1991,79,6.09,8.16
1991,80,5.73,7.69
1991,81,5.4,7.24
1991,82,5.09,6.82
1991,83,4.8,6.42
1991,84,4.53,6.04
1991,85,4.27,5.68
1991,86,4.02,5.34
1991,87,3.79,5.02
1991,88,3.57,4.71
1991,89,3.36,4.42
1991,90,3.16,4.15
1991,91,2.98,3.89
1991,92,2.8,3.65
1991,93,2.64,3.43
1991,94,2.48,3.21
1991,95,2.33,3.02
1991,96,2.19,2.83
1991,97,2.06,2.65
1991,98,1.94,2.49
1991,99,1.83,2.33
1991,100,1.72,2.19
1992,0,68.4,76.82
1992,1,68.18,76.58
1992,2,67.28,75.68
1992,3,66.34,74.74
1992,4,65.39,73.78
1992,5,64.43,72.82
1992,6,63.48,71.86
1992,7,62.52,70.89
1992,8,61.56,69.92
1992,9,60.59,68.95
1992,10,59.62,67.97
1992,11,58.64,66.99
1992,12,57.66,66.01
1992,13,56.69,65.03
1992,14,55.72,64.05
1992,15,54.75,63.07
1992,16,53.79,62.1
1992,17,52.85,61.13
1992,18,51.91,60.16
1992,19,50.98,59.19
1992,20,50.06,58.22
1992,21,49.12,57.25
1992,22,48.19,56.29
1992,23,47.25,55.32
1992,24,46.31,54.35
1992,25,45.37,53.39
1992,26,44.44,52.42
1992,27,43.51,51.46
1992,28,42.58,50.5
1992,29,41.66,49.53
1992,30,40.74,48.57
1992,31,39.82,47.61
1992,32,38.9,46.65
1992,33,37.99,45.69
1992,34,37.07,44.74
1992,35,36.17,43.78
1992,36,35.27,42.83
1992,37,34.37,41.87
1992,38,33.48,40.92
1992,39,32.6,39.98
1992,40,31.73,39.03
1992,41,30.86,38.09
1992,42,30,37.15
1992,43,29.15,36.21
1992,44,28.31,35.28
1992,45,27.48,34.35
1992,46,26.66,33.43
1992,47,25.85,32.52
1992,48,25.04,31.61
1992,49,24.25,30.71
1992,50,23.47,29.81
1992,51,22.69,28.92
1992,52,21.93,28.03
1992,53,21.18,27.15
1992,54,20.43,26.27
1992,55,19.69,25.39
1992,56,18.96,24.52
1992,57,18.24,23.66
1992,58,17.53,22.8
1992,59,16.83,21.95
1992,60,16.15,21.11
1992,61,15.48,20.29
1992,62,14.82,19.47
1992,63,14.18,18.66
1992,64,13.55,17.87
1992,65,12.94,17.09
1992,66,12.34,16.32
1992,67,11.76,15.57
1992,68,11.2,14.83
1992,69,10.65,14.12
1992,70,10.13,13.42
1992,71,9.63,12.74
1992,72,9.14,12.09
1992,73,8.68,11.45
1992,74,8.23,10.84
1992,75,7.79,10.25
1992,76,7.36,9.68
1992,77,6.95,9.13
1992,78,6.56,8.61
1992,79,6.19,8.11
1992,80,5.83,7.63
1992,81,5.5,7.18
1992,82,5.19,6.75
1992,83,4.9,6.34
1992,84,4.63,5.96
1992,85,4.36,5.6
1992,86,4.11,5.25
1992,87,3.87,4.93
1992,88,3.65,4.62
1992,89,3.44,4.33
1992,90,3.24,4.06
1992,91,3.05,3.81
1992,92,2.87,3.57
1992,93,2.7,3.35
1992,94,2.54,3.14
1992,95,2.39,2.94
1992,96,2.25,2.76
1992,97,2.11,2.59
1992,98,1.99,2.43
1992,99,1.87,2.28
1992,100,1.76,2.14
1993,0,68.88,77.33
1993,1,68.59,77.04
1993,2,67.69,76.14
1993,3,66.73,75.19
1993,4,65.78,74.23
1993,5,64.82,73.27
1993,6,63.87,72.3
1993,7,62.91,71.33
1993,8,61.94,70.36
1993,9,60.97,69.38
1993,10,60,68.41
1993,11,59.02,67.42
1993,12,58.04,66.44
1993,13,57.06,65.46
1993,14,56.09,64.48
1993,15,55.12,63.5
1993,16,54.16,62.52
1993,17,53.22,61.55
1993,18,52.28,60.58
1993,19,51.35,59.61
1993,20,50.42,58.64
1993,21,49.49,57.67
1993,22,48.55,56.7
1993,23,47.61,55.73
1993,24,46.67,54.77
1993,25,45.73,53.8
1993,26,44.79,52.83
1993,27,43.86,51.86
1993,28,42.93,50.9
1993,29,42,49.93
1993,30,41.07,48.97
1993,31,40.15,48.01
1993,32,39.23,47.04
1993,33,38.31,46.08
1993,34,37.39,45.12
1993,35,36.48,44.17
1993,36,35.58,43.21
1993,37,34.68,42.26
1993,38,33.78,41.3
1993,39,32.9,40.35
1993,40,32.02,39.41
1993,41,31.15,38.46
1993,42,30.29,37.52
1993,43,29.44,36.58
1993,44,28.59,35.64
1993,45,27.75,34.71
1993,46,26.92,33.79
1993,47,26.1,32.87
1993,48,25.28,31.96
1993,49,24.48,31.05
1993,50,23.68,30.14
1993,51,22.9,29.24
1993,52,22.12,28.34
1993,53,21.36,27.45
1993,54,20.6,26.56
1993,55,19.86,25.68
1993,56,19.13,24.81
1993,57,18.4,23.94
1993,58,17.7,23.08
1993,59,17,22.23
1993,60,16.31,21.38
1993,61,15.64,20.55
1993,62,14.98,19.73
1993,63,14.34,18.92
1993,64,13.7,18.12
1993,65,13.09,17.34
1993,66,12.49,16.57
1993,67,11.91,15.82
1993,68,11.34,15.08
1993,69,10.8,14.36
1993,70,10.26,13.66
1993,71,9.75,12.98
1993,72,9.25,12.31
1993,73,8.77,11.67
1993,74,8.31,11.04
1993,75,7.86,10.44
1993,76,7.44,9.87
1993,77,7.04,9.32
1993,78,6.65,8.79
1993,79,6.28,8.29
1993,80,5.93,7.82
1993,81,5.6,7.37
1993,82,5.29,6.94
1993,83,4.99,6.53
1993,84,4.71,6.14
1993,85,4.45,5.77
1993,86,4.19,5.43
1993,87,3.95,5.1
1993,88,3.73,4.78
1993,89,3.51,4.49
1993,90,3.31,4.21
1993,91,3.11,3.95
1993,92,2.93,3.71
1993,93,2.76,3.47
1993,94,2.59,3.26
1993,95,2.44,3.05
1993,96,2.29,2.86
1993,97,2.16,2.68
1993,98,2.03,2.52
1993,99,1.91,2.36
1993,100,1.79,2.21
1994,0,69.29,77.66
1994,1,68.96,77.32
1994,2,68.04,76.42
1994,3,67.09,75.46
1994,4,66.13,74.5
1994,5,65.17,73.53
1994,6,64.21,72.57
1994,7,63.25,71.6
1994,8,62.28,70.62
1994,9,61.31,69.64
1994,10,60.33,68.66
1994,11,59.35,67.68
1994,12,58.37,66.7
1994,13,57.4,65.71
1994,14,56.42,64.73
1994,15,55.45,63.75
1994,16,54.49,62.78
1994,17,53.55,61.81
1994,18,52.61,60.84
1994,19,51.68,59.87
1994,20,50.75,58.9
1994,21,49.81,57.93
1994,22,48.87,56.96
1994,23,47.93,55.99
1994,24,46.99,55.02
1994,25,46.05,54.06
1994,26,45.12,53.09
1994,27,44.18,52.12
1994,28,43.25,51.15
1994,29,42.32,50.19
1994,30,41.4,49.22
1994,31,40.47,48.26
1994,32,39.55,47.3
1994,33,38.63,46.33
1994,34,37.71,45.37
1994,35,36.79,44.41
1994,36,35.89,43.46
1994,37,34.98,42.5
1994,38,34.09,41.55
1994,39,33.2,40.59
1994,40,32.32,39.64
1994,41,31.45,38.7
1994,42,30.58,37.75
1994,43,29.73,36.81
1994,44,28.88,35.88
1994,45,28.03,34.94
1994,46,27.2,34.02
1994,47,26.37,33.09
1994,48,25.55,32.17
1994,49,24.74,31.26
1994,50,23.93,30.35
1994,51,23.14,29.44
1994,52,22.36,28.54
1994,53,21.59,27.64
1994,54,20.83,26.75
1994,55,20.08,25.87
1994,56,19.35,24.99
1994,57,18.62,24.12
1994,58,17.91,23.25
1994,59,17.21,22.39
1994,60,16.52,21.54
1994,61,15.84,20.7
1994,62,15.17,19.87
1994,63,14.52,19.06
1994,64,13.88,18.25
1994,65,13.26,17.46
1994,66,12.65,16.68
1994,67,12.06,15.92
1994,68,11.48,15.17
1994,69,10.93,14.44
1994,70,10.39,13.73
1994,71,9.87,13.04
1994,72,9.36,12.37
1994,73,8.88,11.72
1994,74,8.41,11.09
1994,75,7.96,10.49
1994,76,7.53,9.91
1994,77,7.12,9.36
1994,78,6.73,8.84
1994,79,6.35,8.33
1994,80,6,7.86
1994,81,5.66,7.41
1994,82,5.34,6.97
1994,83,5.04,6.57
1994,84,4.76,6.18
1994,85,4.49,5.81
1994,86,4.23,5.46
1994,87,3.98,5.13
1994,88,3.75,4.81
1994,89,3.53,4.52
1994,90,3.33,4.24
1994,91,3.13,3.98
1994,92,2.95,3.73
1994,93,2.77,3.5
1994,94,2.61,3.28
1994,95,2.45,3.07
1994,96,2.3,2.88
1994,97,2.16,2.7
1994,98,2.03,2.53
1994,99,1.91,2.37
1994,100,1.8,2.22
1995,0,69.7,77.94
1995,1,69.31,77.56
1995,2,68.39,76.64
1995,3,67.44,75.69
1995,4,66.47,74.72
1995,5,65.51,73.75
1995,6,64.55,72.78
1995,7,63.58,71.81
1995,8,62.61,70.83
1995,9,61.64,69.85
1995,10,60.66,68.87
1995,11,59.68,67.89
1995,12,58.7,66.9
1995,13,57.73,65.92
1995,14,56.75,64.94
1995,15,55.78,63.96
1995,16,54.82,62.98
1995,17,53.87,62.01
1995,18,52.93,61.04
1995,19,52,60.07
1995,20,51.07,59.11
1995,21,50.13,58.14
1995,22,49.19,57.17
1995,23,48.25,56.2
1995,24,47.31,55.23
1995,25,46.38,54.27
1995,26,45.44,53.3
1995,27,44.51,52.33
1995,28,43.57,51.36
1995,29,42.64,50.4
1995,30,41.72,49.43
1995,31,40.79,48.46
1995,32,39.86,47.5
1995,33,38.94,46.53
1995,34,38.02,45.57
1995,35,37.1,44.61
1995,36,36.19,43.65
1995,37,35.29,42.69
1995,38,34.39,41.74
1995,39,33.5,40.78
1995,40,32.61,39.83
1995,41,31.74,38.89
1995,42,30.87,37.94
1995,43,30.01,37
1995,44,29.16,36.06
1995,45,28.31,35.13
1995,46,27.47,34.19
1995,47,26.64,33.26
1995,48,25.81,32.34
1995,49,24.99,31.42
1995,50,24.18,30.5
1995,51,23.39,29.59
1995,52,22.6,28.69
1995,53,21.82,27.79
1995,54,21.06,26.89
1995,55,20.31,26.01
1995,56,19.57,25.12
1995,57,18.84,24.24
1995,58,18.12,23.37
1995,59,17.41,22.51
1995,60,16.72,21.65
1995,61,16.03,20.81
1995,62,15.36,19.97
1995,63,14.7,19.15
1995,64,14.05,18.33
1995,65,13.42,17.53
1995,66,12.8,16.74
1995,67,12.2,15.97
1995,68,11.62,15.21
1995,69,11.05,14.47
1995,70,10.51,13.75
1995,71,9.98,13.05
1995,72,9.47,12.37
1995,73,8.98,11.71
1995,74,8.51,11.08
1995,75,8.06,10.47
1995,76,7.62,9.89
1995,77,7.21,9.34
1995,78,6.81,8.81
1995,79,6.43,8.3
1995,80,6.06,7.82
1995,81,5.72,7.36
1995,82,5.39,6.93
1995,83,5.09,6.52
1995,84,4.8,6.13
1995,85,4.52,5.76
1995,86,4.26,5.41
1995,87,4.01,5.08
1995,88,3.78,4.76
1995,89,3.56,4.47
1995,90,3.35,4.19
1995,91,3.15,3.93
1995,92,2.96,3.68
1995,93,2.78,3.45
1995,94,2.62,3.24
1995,95,2.46,3.03
1995,96,2.31,2.84
1995,97,2.17,2.67
1995,98,2.04,2.5
1995,99,1.92,2.34
1995,100,1.8,2.2
1996,0,70.21,78.27
1996,1,69.78,77.85
1996,2,68.86,76.93
1996,3,67.9,75.97
1996,4,66.93,75
1996,5,65.96,74.03
1996,6,65,73.06
1996,7,64.03,72.08
1996,8,63.06,71.1
1996,9,62.08,70.12
1996,10,61.1,69.13
1996,11,60.12,68.15
1996,12,59.14,67.16
1996,13,58.16,66.18
1996,14,57.18,65.2
1996,15,56.21,64.21
1996,16,55.25,63.24
1996,17,54.3,62.26
1996,18,53.35,61.29
1996,19,52.42,60.32
1996,20,51.48,59.36
1996,21,50.54,58.39
1996,22,49.6,57.42
1996,23,48.66,56.45
1996,24,47.72,55.48
1996,25,46.78,54.51
1996,26,45.84,53.54
1996,27,44.9,52.57
1996,28,43.97,51.6
1996,29,43.03,50.63
1996,30,42.1,49.66
1996,31,41.17,48.7
1996,32,40.24,47.73
1996,33,39.31,46.77
1996,34,38.39,45.8
1996,35,37.47,44.84
1996,36,36.56,43.88
1996,37,35.65,42.92
1996,38,34.74,41.97
1996,39,33.85,41.01
1996,40,32.96,40.06
1996,41,32.08,39.11
1996,42,31.2,38.16
1996,43,30.34,37.22
1996,44,29.48,36.28
1996,45,28.63,35.34
1996,46,27.78,34.41
1996,47,26.95,33.48
1996,48,26.12,32.55
1996,49,25.3,31.63
1996,50,24.49,30.71
1996,51,23.69,29.79
1996,52,22.9,28.89
1996,53,22.11,27.98
1996,54,21.34,27.09
1996,55,20.58,26.2
1996,56,19.83,25.31
1996,57,19.1,24.42
1996,58,18.37,23.55
1996,59,17.65,22.67
1996,60,16.95,21.81
1996,61,16.26,20.96
1996,62,15.58,20.12
1996,63,14.91,19.28
1996,64,14.25,18.46
1996,65,13.61,17.65
1996,66,12.98,16.86
1996,67,12.37,16.08
1996,68,11.78,15.31
1996,69,11.2,14.56
1996,70,10.65,13.83
1996,71,10.11,13.12
1996,72,9.6,12.43
1996,73,9.1,11.77
1996,74,8.63,11.13
1996,75,8.17,10.51
1996,76,7.73,9.92
1996,77,7.31,9.35
1996,78,6.9,8.81
1996,79,6.52,8.29
1996,80,6.15,7.8
1996,81,5.81,7.34
1996,82,5.48,6.9
1996,83,5.17,6.48
1996,84,4.87,6.08
1996,85,4.6,5.71
1996,86,4.33,5.35
1996,87,4.08,5.02
1996,88,3.84,4.7
1996,89,3.61,4.41
1996,90,3.4,4.13
1996,91,3.2,3.87
1996,92,3.01,3.62
1996,93,2.83,3.39
1996,94,2.66,3.18
1996,95,2.5,2.98
1996,96,2.34,2.79
1996,97,2.2,2.61
1996,98,2.07,2.45
1996,99,1.94,2.3
1996,100,1.82,2.16
1997,0,70.71,78.66
1997,1,70.24,78.21
1997,2,69.31,77.28
1997,3,68.34,76.31
1997,4,67.38,75.34
1997,5,66.41,74.37
1997,6,65.44,73.39
1997,7,64.46,72.41
1997,8,63.49,71.43
1997,9,62.51,70.45
1997,10,61.53,69.46
1997,11,60.55,68.47
1997,12,59.56,67.49
1997,13,58.58,66.5
1997,14,57.6,65.52
1997,15,56.63,64.54
1997,16,55.67,63.56
1997,17,54.71,62.58
1997,18,53.76,61.61
1997,19,52.82,60.64
1997,20,51.89,59.67
1997,21,50.95,58.7
1997,22,50,57.73
1997,23,49.06,56.76
1997,24,48.12,55.79
1997,25,47.18,54.81
1997,26,46.24,53.84
1997,27,45.3,52.87
1997,28,44.36,51.9
1997,29,43.42,50.93
1997,30,42.48,49.96
1997,31,41.55,49
1997,32,40.61,48.03
1997,33,39.68,47.06
1997,34,38.76,46.1
1997,35,37.83,45.14
1997,36,36.92,44.18
1997,37,36,43.22
1997,38,35.1,42.26
1997,39,34.19,41.31
1997,40,33.3,40.35
1997,41,32.41,39.4
1997,42,31.53,38.45
1997,43,30.66,37.51
1997,44,29.8,36.56
1997,45,28.94,35.62
1997,46,28.09,34.69
1997,47,27.26,33.75
1997,48,26.43,32.82
1997,49,25.61,31.9
1997,50,24.79,30.98
1997,51,23.99,30.06
1997,52,23.19,29.15
1997,53,22.4,28.25
1997,54,21.62,27.35
1997,55,20.85,26.45
1997,56,20.1,25.56
1997,57,19.35,24.67
1997,58,18.62,23.79
1997,59,17.89,22.91
1997,60,17.18,22.04
1997,61,16.48,21.18
1997,62,15.79,20.33
1997,63,15.11,19.49
1997,64,14.45,18.67
1997,65,13.8,17.85
1997,66,13.16,17.05
1997,67,12.54,16.26
1997,68,11.94,15.49
1997,69,11.36,14.73
1997,70,10.79,14
1997,71,10.25,13.28
1997,72,9.73,12.59
1997,73,9.22,11.92
1997,74,8.74,11.27
1997,75,8.28,10.65
1997,76,7.83,10.05
1997,77,7.41,9.48
1997,78,7,8.93
1997,79,6.61,8.41
1997,80,6.24,7.92
1997,81,5.89,7.44
1997,82,5.56,7
1997,83,5.25,6.57
1997,84,4.95,6.17
1997,85,4.67,5.79
1997,86,4.4,5.43
1997,87,4.14,5.09
1997,88,3.9,4.77
1997,89,3.67,4.47
1997,90,3.45,4.19
1997,91,3.25,3.92
1997,92,3.05,3.67
1997,93,2.87,3.44
1997,94,2.7,3.22
1997,95,2.53,3.02
1997,96,2.38,2.83
1997,97,2.23,2.65
1997,98,2.09,2.48
1997,99,1.96,2.33
1997,100,1.84,2.18
1998,0,71.25,78.99
1998,1,70.73,78.5
1998,2,69.79,77.57
1998,3,68.83,76.6
1998,4,67.86,75.63
1998,5,66.88,74.65
1998,6,65.91,73.67
1998,7,64.94,72.69
1998,8,63.96,71.71
1998,9,62.98,70.72
1998,10,62,69.74
1998,11,61.01,68.75
1998,12,60.03,67.76
1998,13,59.04,66.77
1998,14,58.06,65.79
1998,15,57.08,64.8
1998,16,56.12,63.82
1998,17,55.15,62.84
1998,18,54.2,61.87
1998,19,53.25,60.9
1998,20,52.31,59.92
1998,21,51.36,58.95
1998,22,50.41,57.98
1998,23,49.46,57
1998,24,48.52,56.03
1998,25,47.57,55.06
1998,26,46.62,54.08
1998,27,45.68,53.11
1998,28,44.73,52.14
1998,29,43.79,51.17
1998,30,42.85,50.2
1998,31,41.91,49.23
1998,32,40.97,48.26
1998,33,40.03,47.29
1998,34,39.1,46.33
1998,35,38.17,45.36
1998,36,37.25,44.4
1998,37,36.33,43.44
1998,38,35.42,42.48
1998,39,34.51,41.52
1998,40,33.61,40.57
1998,41,32.72,39.62
1998,42,31.83,38.66
1998,43,30.96,37.72
1998,44,30.09,36.77
1998,45,29.23,35.83
1998,46,28.38,34.89
1998,47,27.54,33.95
1998,48,26.7,33.02
1998,49,25.88,32.09
1998,50,25.06,31.17
1998,51,24.25,30.25
1998,52,23.44,29.33
1998,53,22.65,28.42
1998,54,21.86,27.52
1998,55,21.08,26.62
1998,56,20.32,25.72
1998,57,19.56,24.82
1998,58,18.82,23.94
1998,59,18.09,23.06
1998,60,17.37,22.18
1998,61,16.66,21.32
1998,62,15.97,20.46
1998,63,15.29,19.62
1998,64,14.62,18.78
1998,65,13.96,17.96
1998,66,13.32,17.15
1998,67,12.69,16.36
1998,68,12.08,15.58
1998,69,11.49,14.81
1998,70,10.91,14.07
1998,71,10.36,13.35
1998,72,9.82,12.65
1998,73,9.31,11.97
1998,74,8.82,11.31
1998,75,8.34,10.68
1998,76,7.89,10.07
1998,77,7.46,9.5
1998,78,7.05,8.94
1998,79,6.65,8.41
1998,80,6.28,7.91
1998,81,5.92,7.44
1998,82,5.59,6.98
1998,83,5.27,6.56
1998,84,4.97,6.15
1998,85,4.68,5.77
1998,86,4.41,5.4
1998,87,4.15,5.06
1998,88,3.91,4.74
1998,89,3.68,4.44
1998,90,3.46,4.16
1998,91,3.25,3.89
1998,92,3.06,3.64
1998,93,2.87,3.41
1998,94,2.7,3.19
1998,95,2.53,2.99
1998,96,2.38,2.8
1998,97,2.23,2.62
1998,98,2.09,2.45
1998,99,1.96,2.3
1998,100,1.84,2.16
1999,0,71.76,79.23
1999,1,71.2,78.7
1999,2,70.26,77.76
1999,3,69.29,76.79
1999,4,68.32,75.82
1999,5,67.34,74.84
1999,6,66.37,73.86
1999,7,65.39,72.88
1999,8,64.41,71.89
1999,9,63.43,70.91
1999,10,62.44,69.92
1999,11,61.46,68.93
1999,12,60.47,67.94
1999,13,59.48,66.95
1999,14,58.5,65.96
1999,15,57.52,64.98
1999,16,56.55,64
1999,17,55.58,63.02
1999,18,54.62,62.04
1999,19,53.66,61.06
1999,20,52.71,60.09
1999,21,51.76,59.11
1999,22,50.81,58.14
1999,23,49.85,57.16
1999,24,48.9,56.19
1999,25,47.95,55.21
1999,26,47,54.23
1999,27,46.05,53.26
1999,28,45.1,52.29
1999,29,44.15,51.31
1999,30,43.2,50.34
1999,31,42.26,49.37
1999,32,41.31,48.4
1999,33,40.37,47.43
1999,34,39.43,46.46
1999,35,38.5,45.5
1999,36,37.57,44.53
1999,37,36.65,43.57
1999,38,35.73,42.61
1999,39,34.82,41.65
1999,40,33.92,40.69
1999,41,33.02,39.74
1999,42,32.13,38.79
1999,43,31.25,37.84
1999,44,30.38,36.89
1999,45,29.51,35.94
1999,46,28.66,35
1999,47,27.81,34.06
1999,48,26.98,33.13
1999,49,26.15,32.2
1999,50,25.33,31.27
1999,51,24.51,30.34
1999,52,23.7,29.42
1999,53,22.89,28.51
1999,54,22.1,27.6
1999,55,21.31,26.69
1999,56,20.53,25.79
1999,57,19.77,24.89
1999,58,19.02,24
1999,59,18.29,23.11
1999,60,17.56,22.23
1999,61,16.85,21.36
1999,62,16.15,20.5
1999,63,15.46,19.65
1999,64,14.78,18.81
1999,65,14.12,17.98
1999,66,13.47,17.16
1999,67,12.84,16.36
1999,68,12.22,15.57
1999,69,11.61,14.8
1999,70,11.03,14.04
1999,71,10.47,13.31
1999,72,9.92,12.6
1999,73,9.4,11.91
1999,74,8.89,11.24
1999,75,8.41,10.6
1999,76,7.95,9.98
1999,77,7.51,9.39
1999,78,7.09,8.82
1999,79,6.69,8.28
1999,80,6.31,7.77
1999,81,5.96,7.28
1999,82,5.62,6.82
1999,83,5.29,6.39
1999,84,4.99,5.98
1999,85,4.7,5.59
1999,86,4.43,5.23
1999,87,4.16,4.89
1999,88,3.92,4.57
1999,89,3.68,4.27
1999,90,3.46,3.99
1999,91,3.25,3.73
1999,92,3.06,3.49
1999,93,2.87,3.26
1999,94,2.7,3.05
1999,95,2.53,2.85
1999,96,2.37,2.67
1999,97,2.23,2.5
1999,98,2.09,2.35
1999,99,1.96,2.2
1999,100,1.84,2.07
2000,0,72.35,79.67
2000,1,71.77,79.11
2000,2,70.82,78.15
2000,3,69.85,77.18
2000,4,68.88,76.21
2000,5,67.9,75.23
2000,6,66.93,74.25
2000,7,65.95,73.26
2000,8,64.97,72.28
2000,9,63.98,71.29
2000,10,63,70.3
2000,11,62.01,69.31
2000,12,61.02,68.32
2000,13,60.04,67.34
2000,14,59.05,66.35
2000,15,58.07,65.36
2000,16,57.09,64.38
2000,17,56.12,63.4
2000,18,55.15,62.42
2000,19,54.19,61.44
2000,20,53.24,60.46
2000,21,52.28,59.48
2000,22,51.32,58.5
2000,23,50.36,57.53
2000,24,49.41,56.55
2000,25,48.45,55.57
2000,26,47.49,54.6
2000,27,46.54,53.62
2000,28,45.58,52.64
2000,29,44.63,51.67
2000,30,43.68,50.69
2000,31,42.73,49.72
2000,32,41.78,48.75
2000,33,40.83,47.78
2000,34,39.89,46.81
2000,35,38.95,45.84
2000,36,38.02,44.87
2000,37,37.09,43.91
2000,38,36.17,42.95
2000,39,35.26,41.98
2000,40,34.35,41.02
2000,41,33.45,40.07
2000,42,32.55,39.11
2000,43,31.66,38.16
2000,44,30.78,37.21
2000,45,29.91,36.26
2000,46,29.05,35.32
2000,47,28.2,34.38
2000,48,27.35,33.44
2000,49,26.52,32.5
2000,50,25.69,31.57
2000,51,24.86,30.64
2000,52,24.04,29.72
2000,53,23.23,28.8
2000,54,22.43,27.88
2000,55,21.63,26.97
2000,56,20.85,26.07
2000,57,20.07,25.16
2000,58,19.31,24.27
2000,59,18.56,23.38
2000,60,17.82,22.49
2000,61,17.1,21.62
2000,62,16.39,20.75
2000,63,15.69,19.89
2000,64,15.01,19.04
2000,65,14.34,18.2
2000,66,13.68,17.37
2000,67,13.03,16.56
2000,68,12.4,15.76
2000,69,11.79,14.98
2000,70,11.19,14.22
2000,71,10.62,13.47
2000,72,10.06,12.75
2000,73,9.53,12.04
2000,74,9.02,11.37
2000,75,8.53,10.71
2000,76,8.06,10.08
2000,77,7.61,9.47
2000,78,7.18,8.89
2000,79,6.77,8.34
2000,80,6.38,7.81
2000,81,6.01,7.3
2000,82,5.66,6.83
2000,83,5.32,6.38
2000,84,5,5.96
2000,85,4.71,5.57
2000,86,4.43,5.2
2000,87,4.17,4.85
2000,88,3.92,4.53
2000,89,3.69,4.23
2000,90,3.47,3.95
2000,91,3.26,3.69
2000,92,3.06,3.44
2000,93,2.88,3.22
2000,94,2.71,3.01
2000,95,2.55,2.82
2000,96,2.4,2.64
2000,97,2.25,2.47
2000,98,2.12,2.32
2000,99,2,2.18
2000,100,1.88,2.06
2001,0,72.91,80.08
2001,1,72.32,79.49
2001,2,71.36,78.53
2001,3,70.39,77.56
2001,4,69.42,76.58
2001,5,68.44,75.6
2001,6,67.47,74.62
2001,7,66.48,73.63
2001,8,65.5,72.65
2001,9,64.52,71.66
2001,10,63.53,70.67
2001,11,62.54,69.68
2001,12,61.56,68.69
2001,13,60.57,67.7
2001,14,59.58,66.72
2001,15,58.6,65.73
2001,16,57.62,64.74
2001,17,56.64,63.76
2001,18,55.67,62.78
2001,19,54.71,61.8
2001,20,53.74,60.82
2001,21,52.78,59.84
2001,22,51.82,58.86
2001,23,50.85,57.88
2001,24,49.89,56.9
2001,25,48.93,55.92
2001,26,47.97,54.94
2001,27,47.01,53.96
2001,28,46.06,52.99
2001,29,45.1,52.01
2001,30,44.14,51.03
2001,31,43.19,50.06
2001,32,42.23,49.08
2001,33,41.28,48.11
2001,34,40.34,47.14
2001,35,39.4,46.17
2001,36,38.46,45.2
2001,37,37.53,44.23
2001,38,36.6,43.27
2001,39,35.68,42.31
2001,40,34.77,41.34
2001,41,33.86,40.38
2001,42,32.96,39.43
2001,43,32.07,38.47
2001,44,31.18,37.52
2001,45,30.3,36.57
2001,46,29.43,35.62
2001,47,28.57,34.68
2001,48,27.72,33.74
2001,49,26.87,32.8
2001,50,26.04,31.86
2001,51,25.21,30.93
2001,52,24.39,30
2001,53,23.57,29.08
2001,54,22.76,28.16
2001,55,21.95,27.25
2001,56,21.15,26.34
2001,57,20.36,25.43
2001,58,19.59,24.53
2001,59,18.83,23.63
2001,60,18.09,22.75
2001,61,17.35,21.87
2001,62,16.63,20.99
2001,63,15.92,20.12
2001,64,15.23,19.27
2001,65,14.55,18.41
2001,66,13.88,17.58
2001,67,13.23,16.76
2001,68,12.59,15.95
2001,69,11.96,15.16
